Owing to the calculation of Particle tracking is in a plane coordinate( x,y, unites: meter),
 we draw the degree,hydrodynamic province, LRV and ERV in this plane coordinate.
Noting that there are corresponding longtitude and latitude for x and y:  
  x[66800,143400,240000,326600,413200] correspond to longtitude[118°„E, 119°„E, 120°„E, 121°„E, 122°„E];
  y[4100750,4211800,4322850,4433900,4544950] correspond to latitude [37°„N, 38°„N, 39°„N, 40°„N, 41°„N].
The shoreline (unites: meter) of the Bohai Sea is shown as follows.
Total number: 2318   
    x          y
336436.4017	4289029.863
336482.3832	4291249.475
336504.3744	4292359.531
335658.7128	4293487.079
334813.0513	4294615.128
334835.0425	4295724.684
335726.6856	4296816.247
336596.3376	4296798.754
336618.3288	4297908.31
336642.3192	4299018.366
335772.6672	4299035.859
335796.6576	4300145.915
335818.6489	4301255.471
335842.6392	4302365.527
335864.6304	4303475.582
335910.612	4305695.194
336802.2553	4306786.757
335956.5936	4307914.806
334223.2872	4307950.792
333377.6256	4309078.84
333401.616	4310188.396
333425.6064	4311298.452
334339.2409	4313500.071
335204.8944	4313481.579
336072.5472	4313463.586
336938.2008	4313445.593
336962.1912	4314555.649
337827.8448	4314537.656
338695.4976	4314520.163
338717.4888	4315629.719
339585.1416	4315612.226
340450.7952	4315594.733
340428.8041	4314484.677
341316.4489	4315577.24
342184.1016	4315559.746
343027.764	4314432.697
343873.4256	4313305.648
344739.0792	4313288.655
345606.732	4313271.662
345628.7232	4314381.718
346516.368	4315474.281
347382.0217	4315457.787
348249.6744	4315440.794
349115.3281	4315424.3
349137.3192	4316534.356
350890.6176	4317610.925
351756.2712	4317594.932
352623.924	4317578.438
353489.5777	4317562.445
354375.2232	4318656.007
353529.5616	4319782.056
353551.5528	4320892.112
353571.5448	4322001.668
354437.1984	4321985.675
355322.844	4323079.737
355344.8352	4324189.293
356208.4896	4324173.299
357094.1352	4325267.361
357116.1264	4326377.417
357979.7808	4326361.923
358865.4264	4327455.985
360596.7336	4327424.998
361460.388	4327410.004
361422.4032	4325190.392
362268.0648	4324065.342
362248.0728	4322955.286
363095.7336	4321830.736
363961.3872	4321815.742
364845.0336	4322910.304
365710.6872	4322895.81
369173.3016	4322837.333
370056.948	4323932.895
371806.248	4325014.462
373555.548	4326096.029
376150.5096	4326055.046
377034.156	4327151.107
379629.1176	4327111.123
380526.7584	4329317.24
382258.0656	4329291.25
384869.0208	4330362.821
385748.6688	4331459.882
385764.6624	4332569.439
385780.656	4333679.494
384932.9952	4334802.045
384069.3408	4334814.54
382356.0264	4335950.086
381510.3648	4337073.136
380662.7041	4338195.687
378071.7408	4338235.671
378087.7344	4339345.727
377242.0728	4340468.778
377260.0656	4341578.834
377276.0592	4342688.389
378139.7136	4342674.895
378157.7064	4343784.951
378191.6928	4346004.562
379055.3472	4345991.068
380780.6568	4345964.578
379934.9952	4347087.629
379089.3336	4348210.68
377364.024	4348237.669
377380.0176	4349347.225
378261.6648	4350443.786
379123.32	4350430.291
379984.9752	4350416.797
380864.6232	4351513.858
381728.2776	4351500.363
382573.9392	4350377.812
384299.2488	4350351.823
385176.8976	4351448.884
386040.552	4351436.389
386918.2008	4352533.95
388643.5104	4352508.959
